Vertex1,Vertex2,Type,Date,Text,Link,Likes,Quotes,Retweets,Comments
@Ubisoft,https://twitter.com/Ubisoft/status/1775498111181377620#m,Posted,"Apr 3, 2024 · 12:18 PM UTC","Play as Emile, a French Farmer who gets drafted, Karl, his German son-in-law, torn between loyalty and duty, Freddie, an American soldier seeking revenge and Anna, a Belgian nurse dedicated to healing.",https://twitter.com/Ubisoft/status/1775498111181377620#m,43,0,7,17
@Ubisoft,https://twitter.com/Ubisoft/status/1775498107612008772#m,Posted,"Apr 3, 2024 · 12:18 PM UTC","In #ValiantHearts The Great War, live the outbreak of a conflict never seen before in Europe. Amidst the conflict, many souls will see their destinies cross, as they fight to survive and keep their humanity.",https://twitter.com/Ubisoft/status/1775498107612008772#m,38,0,5,4
@Ubisoft,https://twitter.com/Ubisoft/status/1775498102859780436#m,Posted,"Apr 3, 2024 · 12:18 PM UTC",[ICYMI] Want to know what you're in for when playing #ValiantHearts? Here is (non spoilery) recap of the events of the 2 games!🧵,https://twitter.com/Ubisoft/status/1775498102859780436#m,349,2,25,29
@Ubisoft,https://twitter.com/Ubisoft/status/1775170653802348639#m,Posted,"Apr 2, 2024 · 2:37 PM UTC",When the beat drops 🤯🎶,https://twitter.com/Ubisoft/status/1775170653802348639#m,1277,12,122,91
@growtopiagame,https://twitter.com/growtopiagame/status/1773314094453387297#m,Posted,"Mar 28, 2024 · 11:40 AM UTC","Hey Growtopians!   It's crossover overload with UbiWeek 2024! 😮 Five Ubiverses will be diving into Growtopia starting March 28th to April 4th, with extra-special content releasing on specific days. ✨ Read more here: spr.ly/6008ZVPzy  ~ The Growtopia Team",https://twitter.com/growtopiagame/status/1773314094453387297#m,136,4,19,103
@growtopiagame,@originaluser,Retweet,"Mar 28, 2024 · 11:40 AM UTC","Hey Growtopians!   It's crossover overload with UbiWeek 2024! 😮 Five Ubiverses will be diving into Growtopia starting March 28th to April 4th, with extra-special content releasing on specific days. ✨ Read more here: spr.ly/6008ZVPzy  ~ The Growtopia Team",https://twitter.com/growtopiagame/status/1773314094453387297#m,,,,
@Ubisoft,https://twitter.com/Ubisoft/status/1773044755657589248#m,Posted,"Mar 27, 2024 · 5:49 PM UTC",📸 Carsten Nichte 📸 Matthew Pearce 📸 Meri Fucak,https://twitter.com/Ubisoft/status/1773044755657589248#m,174,0,13,7
@Ubisoft,https://twitter.com/Ubisoft/status/1773044715144777978#m,Posted,"Mar 27, 2024 · 5:49 PM UTC",📸 Anja Schmidt 📸 Vicky Fernando 📸 Denis Savov,https://twitter.com/Ubisoft/status/1773044715144777978#m,208,0,17,9
@Ubisoft,https://twitter.com/Ubisoft/status/1773044687319797838#m,Posted,"Mar 27, 2024 · 5:49 PM UTC",And a selection of our runners-up! 📸 @missroseplays 📸 Ata Goksoy 📸 Maxence Hardouineau,https://twitter.com/Ubisoft/status/1773044687319797838#m,156,1,13,5
@Ubisoft,https://twitter.com/Ubisoft/status/1773044661604569222#m,Posted,"Mar 27, 2024 · 5:49 PM UTC",Our top winners! 📸 Filip Čop 📸 Phillip Anderson 📸 @Uvioletra,https://twitter.com/Ubisoft/status/1773044661604569222#m,204,4,19,13
@Ubisoft,https://twitter.com/Ubisoft/status/1773044621800546401#m,Posted,"Mar 27, 2024 · 5:49 PM UTC",We were blown away by your entries!  Thanks to everyone who submitted for the #UbisoftPhotomodeContest and congrats to our winners 📸❤,https://twitter.com/Ubisoft/status/1773044621800546401#m,774,21,109,111
@Ubisoft,https://twitter.com/Ubisoft/status/1773004361649594451#m,Posted,"Mar 27, 2024 · 3:09 PM UTC",Play Far Cry 2 and over 100 games on PC with Ubisoft+ 👌  Subscribe now: https://ubi.li/dd6PZ,https://twitter.com/Ubisoft/status/1773004361649594451#m,165,0,5,22
@Ubisoft,https://twitter.com/Ubisoft/status/1773002231903654316#m,Posted,"Mar 27, 2024 · 3:00 PM UTC",🔥 #FarCry20,https://twitter.com/Ubisoft/status/1773002231903654316#m,1977,13,103,96
@skullnbonesgame,https://twitter.com/skullnbonesgame/status/1772639705776992391#m,Posted,"Mar 26, 2024 · 3:00 PM UTC",Discover Season 1's secrets with our latest mid-season trailer - https://piped.video/jBKs8oZmsTU  Snag the game at 33% off during Ubisoft's Spring Sales! 🌸 https://ubi.li/79ikz,https://twitter.com/skullnbonesgame/status/1772639705776992391#m,347,8,53,102
@skullnbonesgame,@originaluser,Retweet,"Mar 26, 2024 · 3:00 PM UTC",Discover Season 1's secrets with our latest mid-season trailer - https://piped.video/jBKs8oZmsTU  Snag the game at 33% off during Ubisoft's Spring Sales! 🌸 https://ubi.li/79ikz,https://twitter.com/skullnbonesgame/status/1772639705776992391#m,,,,
@assassinscreed,https://twitter.com/assassinscreed/status/1771930053158261114#m,Posted,"Mar 24, 2024 · 4:00 PM UTC",Name a more emotional ending… We’ll wait.  #AssassinsCreed,https://twitter.com/assassinscreed/status/1771930053158261114#m,6875,195,930,328
@assassinscreed,@originaluser,Retweet,"Mar 24, 2024 · 4:00 PM UTC",Name a more emotional ending… We’ll wait.  #AssassinsCreed,https://twitter.com/assassinscreed/status/1771930053158261114#m,,,,
@Ubisoft,https://twitter.com/Ubisoft/status/1772297883716300884#m,Posted,"Mar 25, 2024 · 4:21 PM UTC","Over the weekend, Tom Clancy's Splinter Cell: Pandora Tomorrow turned 20 years old, launching on March 23, 2004.  Happy 20 year anniversary! 🎂",https://twitter.com/Ubisoft/status/1772297883716300884#m,3340,117,358,326
@Ubisoft,https://twitter.com/Ubisoft/status/1771208445162659940#m,Posted,"Mar 22, 2024 · 4:12 PM UTC","We believe video game photography can be the ultimate canvas 🎮🎨  To celebrate the #UbisoftPhotomodeContest, studios around the world were transformed into galleries where our teams could admire the incredible submissions from last year's winners  📷✨",https://twitter.com/Ubisoft/status/1771208445162659940#m,349,6,43,54
@Ubisoft,https://twitter.com/Ubisoft/status/1771193408121372709#m,Posted,"Mar 22, 2024 · 3:13 PM UTC",New content available now in #PrinceOfPersia The Lost Crown!  ⚔ Speedrun mode ⚔ Permadeath mode ⚔ Fixes and more...  Get the game now while it's on sale: https://ubi.li/K7vJy,https://twitter.com/Ubisoft/status/1771193408121372709#m,359,3,32,42
@Trackmania,https://twitter.com/Trackmania/status/1770842933144453442#m,Posted,"Mar 21, 2024 · 4:00 PM UTC","Welcome to Trackmania, @FIAFormulaE ! 🏎️  You'll be able to compete on 3 different Formula E tracks: Tokyo, Berlin and London. 🌍  Discover the first track in Tokyo on March 30th from 7 PM CET as the Track of the Day.  More information ➡️ https://www.trackmania.com/news/7976",https://twitter.com/Trackmania/status/1770842933144453442#m,956,64,131,49
@Trackmania,@originaluser,Retweet,"Mar 21, 2024 · 4:00 PM UTC","Welcome to Trackmania, @FIAFormulaE ! 🏎️  You'll be able to compete on 3 different Formula E tracks: Tokyo, Berlin and London. 🌍  Discover the first track in Tokyo on March 30th from 7 PM CET as the Track of the Day.  More information ➡️ https://www.trackmania.com/news/7976",https://twitter.com/Trackmania/status/1770842933144453442#m,,,,
@Ubisoft,https://twitter.com/Ubisoft/status/1770844508252487774#m,Posted,"Mar 21, 2024 · 4:06 PM UTC",The 20th anniversary livestream starts in one hour! Come celebrate with us and earn Twitch Drops at twitch.tv/ubisoft. #FarCry20,https://twitter.com/Ubisoft/status/1770844508252487774#m,126,3,14,18
@Ubisoft,https://twitter.com/Ubisoft/status/1770832435581763954#m,Posted,"Mar 21, 2024 · 3:18 PM UTC",This one's a real banger 💥🎵  Happy birthday Far Cry #FarCry20,https://twitter.com/Ubisoft/status/1770832435581763954#m,1537,24,188,94
@Ubisoft,https://twitter.com/Ubisoft/status/1770129425444503728#m,Posted,"Mar 19, 2024 · 4:45 PM UTC","Conversations with in-game characters are getting more real!  Presenting our research project, NEO NPCs, a new kind of NPC that uses generative AI to really talk to you! Discover how our team of writers and developers are coming together in this exciting experiment: https://ubi.li/PDyOG",https://twitter.com/Ubisoft/status/1770129425444503728#m,1933,2123,206,1746
@Ubisoft,https://twitter.com/Ubisoft/status/1769777499469148633#m,Posted,"Mar 18, 2024 · 5:26 PM UTC",Time to clean up the seven seas 🌊  Take down enemies in @skullnbonesgame until March 31 and we'll donate real money to support ocean conservation! Find out how: https://ubi.li/7xu8m,https://twitter.com/Ubisoft/status/1769777499469148633#m,406,8,54,96
@Ubisoft,https://twitter.com/Ubisoft/status/1769756138369691884#m,Posted,"Mar 18, 2024 · 4:01 PM UTC","Embark on a 2D Pixel adventure with #Growtopia now available on Steam! 🎮 Invite your friends to 👊 Punch, 🔨 Build, and 🌱 Grow together!  Download it now for free: https://ubi.li/jTZfb",https://twitter.com/Ubisoft/status/1769756138369691884#m,171,1,13,25
@skullnbonesgame,https://twitter.com/skullnbonesgame/status/1768683619030041028#m,Posted,"Mar 15, 2024 · 5:00 PM UTC","🌊 The sea covers more than 70% of the globe. While you sail across them in Skull and Bones, why not help protect them?  💰 From Monday until March 31st, taking down in-game enemies like Headhunters, Skirmishers or Phillipe La Peste will help raise funds for @oceana campaigns!",https://twitter.com/skullnbonesgame/status/1768683619030041028#m,684,37,153,106
@skullnbonesgame,@originaluser,Retweet,"Mar 15, 2024 · 5:00 PM UTC","🌊 The sea covers more than 70% of the globe. While you sail across them in Skull and Bones, why not help protect them?  💰 From Monday until March 31st, taking down in-game enemies like Headhunters, Skirmishers or Phillipe La Peste will help raise funds for @oceana campaigns!",https://twitter.com/skullnbonesgame/status/1768683619030041028#m,,,,
@Ubisoft,https://twitter.com/Ubisoft/status/1768652709412888606#m,Posted,"Mar 15, 2024 · 2:57 PM UTC",Skid into the weekend with #TheCrewMotorfest!  Play the free weekend now until March 17: https://ubi.li/FjFyA,https://twitter.com/Ubisoft/status/1768652709412888606#m,357,2,31,69
@TheDivisionGame,https://twitter.com/TheDivisionGame/status/1768629043925004665#m,Posted,"Mar 15, 2024 · 1:23 PM UTC",We're sharing some of our fondest memories of #TheDivision2 alongside some of our most dedicated players with a little video we made for our 5th Anniversary.   Join us in celebrating by watching and sharing your favorite memories with us too! 🥳,https://twitter.com/TheDivisionGame/status/1768629043925004665#m,1228,60,233,136
@TheDivisionGame,@originaluser,Retweet,"Mar 15, 2024 · 1:23 PM UTC",We're sharing some of our fondest memories of #TheDivision2 alongside some of our most dedicated players with a little video we made for our 5th Anniversary.   Join us in celebrating by watching and sharing your favorite memories with us too! 🥳,https://twitter.com/TheDivisionGame/status/1768629043925004665#m,,,,
@InvincibleGtG,https://twitter.com/InvincibleGtG/status/1768295493723938865#m,Posted,"Mar 14, 2024 · 3:17 PM UTC",It's time to watch & play Invincible. Serve justice here ubi.li/vL7DA,https://twitter.com/InvincibleGtG/status/1768295493723938865#m,258,0,19,10
@InvincibleGtG,@originaluser,Retweet,"Mar 14, 2024 · 3:17 PM UTC",It's time to watch & play Invincible. Serve justice here ubi.li/vL7DA,https://twitter.com/InvincibleGtG/status/1768295493723938865#m,,,,
@ForHonorGame,https://twitter.com/ForHonorGame/status/1765822619603873934#m,Posted,"Mar 7, 2024 · 7:31 PM UTC","Are you worthy to wield such a fabled weapon?   As shown on the Warrior's Den, watch the Y8S1 reveal trailer now! ⚔️",https://twitter.com/ForHonorGame/status/1765822619603873934#m,752,20,113,54
@ForHonorGame,@originaluser,Retweet,"Mar 7, 2024 · 7:31 PM UTC","Are you worthy to wield such a fabled weapon?   As shown on the Warrior's Den, watch the Y8S1 reveal trailer now! ⚔️",https://twitter.com/ForHonorGame/status/1765822619603873934#m,,,,
@Ubisoft,https://twitter.com/Ubisoft/status/1768321921018462290#m,Posted,"Mar 14, 2024 · 5:02 PM UTC","We won’t be announcing any new game or incoming content, but we will have great stories to share on our previous game productions, fun anecdotes, and Twitch Drops. See you there!",https://twitter.com/Ubisoft/status/1768321921018462290#m,264,14,14,68
@Ubisoft,https://twitter.com/Ubisoft/status/1768321915758714959#m,Posted,"Mar 14, 2024 · 5:02 PM UTC","🎉 20 years of Far Cry 🎉  Over the next 10 days, celebrate with us the 20th anniversary of Far Cry: enjoy up to 85% OFF all games on all platforms, earn Twitch Drops and watch our celebration livestream on March 21st.",https://twitter.com/Ubisoft/status/1768321915758714959#m,1319,47,162,97
@Ubisoft,https://twitter.com/Ubisoft/status/1767946624314032268#m,Posted,"Mar 13, 2024 · 4:11 PM UTC",Going through #UbisoftPhotomodeContest submissions...  Your photos were so much better than ours 😩,https://twitter.com/Ubisoft/status/1767946624314032268#m,481,4,31,55
@TheCrewGame,https://twitter.com/TheCrewGame/status/1767605709565214916#m,Posted,"Mar 12, 2024 · 5:36 PM UTC","You're joining the next Rick Martinez Movie and here is the headline 🎞️  #TheCrewMotorfest Season 3, available tomorrow",https://twitter.com/TheCrewGame/status/1767605709565214916#m,626,8,80,62
@TheCrewGame,@originaluser,Retweet,"Mar 12, 2024 · 5:36 PM UTC","You're joining the next Rick Martinez Movie and here is the headline 🎞️  #TheCrewMotorfest Season 3, available tomorrow",https://twitter.com/TheCrewGame/status/1767605709565214916#m,,,,
@Ubisoft,https://twitter.com/Ubisoft/status/1767217561848979465#m,Posted,"Mar 11, 2024 · 3:54 PM UTC",Happy birthday Edward! 🎂,https://twitter.com/Ubisoft/status/1767217561848979465#m,8439,54,679,194
@Brawlhalla,https://twitter.com/Brawlhalla/status/1766568203931492643#m,Posted,"Mar 9, 2024 · 8:54 PM UTC",Ahsoka Tano's path has led her to Valhalla! Stay tuned for more reveals leading up to the Brawlhalla STAR WARS Event arriving March 20th!,https://twitter.com/Brawlhalla/status/1766568203931492643#m,3448,101,304,136
@Brawlhalla,@originaluser,Retweet,"Mar 9, 2024 · 8:54 PM UTC",Ahsoka Tano's path has led her to Valhalla! Stay tuned for more reveals leading up to the Brawlhalla STAR WARS Event arriving March 20th!,https://twitter.com/Brawlhalla/status/1766568203931492643#m,,,,
@Ubisoft,https://twitter.com/Ubisoft/status/1766139067249414413#m,Posted,"Mar 8, 2024 · 4:29 PM UTC","This year's #InternationalWomensDay theme of 'Inspire Inclusion' informed a recent #WomenInGames panel, with four of our employees reflecting on what it means to them. Read on to learn what inspires them and pick up their top advice for the next generation of women in games 🎮👩‍💻  ✨ https://news.ubisoft.com/en-us/article/6Q3aUUlAWOu3CPDDkeGqvA/inspiring-inclusion-on-international-womens-day #IWD2024 💜",https://twitter.com/Ubisoft/status/1766139067249414413#m,304,3,39,95
@Ubisoft,https://twitter.com/Ubisoft/status/1766102093255836113#m,Posted,"Mar 8, 2024 · 2:02 PM UTC","Buy any 2 games at the Ubisoft Store, including new releases, and get 40% off your cart!  Shop now: https://ubi.li/iMG5S",https://twitter.com/Ubisoft/status/1766102093255836113#m,313,3,39,67
@Ubisoft,https://twitter.com/Ubisoft/status/1765798280603083180#m,Posted,"Mar 7, 2024 · 5:54 PM UTC","Play a curated catalog of award-winning Ubisoft games with Ubisoft+ Classics, now available for stand-alone subscription at PlayStation Store. Also included with PlayStation Plus Extra membership or above.  👉 playstation.com/games/ubisof…",https://twitter.com/Ubisoft/status/1765798280603083180#m,368,2,43,92
@Ubisoft,https://twitter.com/Ubisoft/status/1765784051686793439#m,Posted,"Mar 7, 2024 · 4:58 PM UTC","Today, (re)discover the epic journeys of these brave souls during World War 1! And more, dive once again in the tales of Emile and Karl thanks to Valiant Hearts: The Collection!",https://twitter.com/Ubisoft/status/1765784051686793439#m,372,11,59,42
@RMcElhenney,https://twitter.com/RMcElhenney/status/1765091501061951769#m,Posted,"Mar 5, 2024 · 7:06 PM UTC",⚔️ Mythic Quest,https://twitter.com/RMcElhenney/status/1765091501061951769#m,6839,168,274,223
@RMcElhenney,@originaluser,Retweet,"Mar 5, 2024 · 7:06 PM UTC",⚔️ Mythic Quest,https://twitter.com/RMcElhenney/status/1765091501061951769#m,,,,
@Ubisoft,https://twitter.com/Ubisoft/status/1765431692116840833#m,Posted,"Mar 6, 2024 · 5:38 PM UTC",⭕ #TheDivision2,https://twitter.com/Ubisoft/status/1765431692116840833#m,2864,16,143,145
@justdancegame,https://twitter.com/justdancegame/status/1762523171855438007#m,Posted,"Feb 27, 2024 · 5:00 PM UTC",Bring out your lowest cut jeans and your crop top from the back of the closet and come enjoy the new season on Just Dance 2024!,https://twitter.com/justdancegame/status/1762523171855438007#m,1268,100,185,110
@justdancegame,@originaluser,Retweet,"Feb 27, 2024 · 5:00 PM UTC",Bring out your lowest cut jeans and your crop top from the back of the closet and come enjoy the new season on Just Dance 2024!,https://twitter.com/justdancegame/status/1762523171855438007#m,,,,
@Ubisoft,https://twitter.com/Ubisoft/status/1765038353458536886#m,Posted,"Mar 5, 2024 · 3:35 PM UTC",My dog feels funny... Who wants to pet him?,https://twitter.com/Ubisoft/status/1765038353458536886#m,1044,9,55,104
@assassinscreed,https://twitter.com/assassinscreed/status/1764697321013391473#m,Posted,"Mar 4, 2024 · 5:00 PM UTC","Travel back to 9th Century Baghdad with the Assassin's Creed Mirage Original Soundtrack (music by @B_Angelides), now coming to vinyl 💿 Mark your calendars for pre-orders opening March 7th 📅 via @MilanRecLabel",https://twitter.com/assassinscreed/status/1764697321013391473#m,911,10,93,22
@assassinscreed,@originaluser,Retweet,"Mar 4, 2024 · 5:00 PM UTC","Travel back to 9th Century Baghdad with the Assassin's Creed Mirage Original Soundtrack (music by @B_Angelides), now coming to vinyl 💿 Mark your calendars for pre-orders opening March 7th 📅 via @MilanRecLabel",https://twitter.com/assassinscreed/status/1764697321013391473#m,,,,
@Ubisoft,https://twitter.com/Ubisoft/status/1764745130299318515#m,Posted,"Mar 4, 2024 · 8:10 PM UTC","The #UbisoftPhotomodeContest is now closed! 📸  Thanks to all who submitted your wonderful photos, stay tuned for the winners...",https://twitter.com/Ubisoft/status/1764745130299318515#m,505,4,52,43
@Ubisoft,https://twitter.com/Ubisoft/status/1764679562271539558#m,Posted,"Mar 4, 2024 · 3:49 PM UTC","Happy 25th Anniversary to an all time classic, Heroes of Might & Magic 3!   Original artwork by Magdalena Katanska (@mkatanskaart)",https://twitter.com/Ubisoft/status/1764679562271539558#m,390,15,58,53
@Ubisoft,https://twitter.com/Ubisoft/status/1763599739394629975#m,Posted,"Mar 1, 2024 · 4:18 PM UTC",Play Rayman Origins and over 100 games with Ubisoft+ on PC https://ubi.li/xa7ox,https://twitter.com/Ubisoft/status/1763599739394629975#m,152,3,9,20
@Ubisoft,https://twitter.com/Ubisoft/status/1763581377499312399#m,Posted,"Mar 1, 2024 · 3:05 PM UTC",Smile for the camera! 📸,https://twitter.com/Ubisoft/status/1763581377499312399#m,8936,144,773,222
@TheCrewGame,https://twitter.com/TheCrewGame/status/1763247850765365505#m,Posted,"Feb 29, 2024 · 5:00 PM UTC","#TheCrewMotorfest Season 3, March 13! 🎬",https://twitter.com/TheCrewGame/status/1763247850765365505#m,933,22,133,78
@TheCrewGame,@originaluser,Retweet,"Feb 29, 2024 · 5:00 PM UTC","#TheCrewMotorfest Season 3, March 13! 🎬",https://twitter.com/TheCrewGame/status/1763247850765365505#m,,,,
@Ubisoft,https://twitter.com/Ubisoft/status/1763233592518357226#m,Posted,"Feb 29, 2024 · 4:03 PM UTC",Only a few days left to submit your picture for #UbisoftPhotomodeContest! 👉 https://ubi.li/RcD0m,https://twitter.com/Ubisoft/status/1763233592518357226#m,261,4,33,30
